0,"we will not sell, trade, or transfer your information to any third party.we will not combine non-personal information with personal information, such as combining your unique user device number with your name."
0,"by accessing and/or using the site or the service, you agree to the terms and conditions set forth in this privacy policy, including to the collection and processing of your personal information (as defined below).please note: if you disagree to any term provided herein, you may not access or use the service."
0,"we may collect the information you provided to us.please make sure that you will not send us or disclose any sensitive information such as information related to racial or ethnic origin, political opinions, religious or other beliefs, health information, sexual orientation, criminal background or membership of past organizations, including trade union memberships."
0,"enhance the users experience on the service, including the ability to communicate with our users through an internal notification mechanism incorporated in the service."
0,third party software/service
0,we may share information only in the following cases:
0,"non-personal information: we use third-party services to collect non-personal and non-identifiable information (non-personal or personal information).to put it simply, we have no idea what is the identity of the user from which we have collected the non-personal information.non-personal information which is being gathered consists of technical information and behavioral information, as detailed below:"
0,"screen resolution (e.g.800600, 1024768, etc.)"
0,user name or email address (google play game/game center login for leaderbored)
0,we collect non-personal information for the following purposes:
0,"non-personal information is gathered by third-party services while you access the service.in other words, analytical third-party services are aware of your usage of the site and the service, and may collect the information relating to such usage,we collect information like user mail adress but we do not to share anywhere."
0,personal information
0,"princess games studio and its affiliates (company or we) respect the privacy of its users (user or you) and are committed to protect the users information, be it yours or your childrens.we believe that you have a right to know our practices regarding the information we may collect and use when you use our products (as defined on the terms of use) and website (the service).when we say princess games studio our, we, or us, were talking about princess games studio"
0,learn about the preferences of users and general trends on the service through the study of aggregated data and statistics.
0,"this application complies with us copyright law guidelines states fair use.if you feel there is a direct copyright or trademark violation that does not follow within the guidelines of fair use, please contact us directly."
0,4. what are the purposes of the collection of information?
0,"type of browser (e.g.explorer, firefox, chrome, safari, etc.)"
0,language (e.g.english)
0,"we accept advertisements from third party advertisers.these advertisers are carefully selected to provide information about products and services that we think may be of interest to our users.note that if you click on any of these advertisements, these advertisers may use cookies and other web-tracking technologies to collect non-personal and/or personal information about you.we recommend that you review the terms of use and privacy policy for any advertiser with which you are interacting before doing so.their privacy policy, not ours, will apply to any of those interactions."
0,the amount of pictures user publishes after using the service.
0,"the terms of this privacy policy will govern the use of the service and any information collected therein.company reserves the right to change this policy at any time, so please re-visit this page frequently.in case of any material change, we will make reasonable efforts to post a clear notice on the service."
0,"type of operation system (e.g.windows, linux, etc.)"
0,"(a) to satisfy any applicable law, regulation, legal process, subpoena or governmental request; (b) to enforce this privacy policy or the terms of use, including investigation of potential violations thereof; (c) to detect, prevent, or otherwise address fraud, security or technical issues; (d) to respond to claims that any content published on the service violates any right of a third-party; (f) to protect the rights, property, or personal safety of the company, its users or the general public; (g) when company is undergoing any change in control, including by means of merger, acquisition or purchase of all or substantially all of the assets of company; (h) pursuant to your approval, in order to supply certain services you have requested from company; (i) to let our partners and affiliates serve you with commercials;"
0,"any of our game or app assets like sounds images icon etc are owned by armored techno solution team, is not associated, affiliated, endorsed, sponsored or not relate to any other game/apps company."
0,"we take a great care in maintaining the security of the service and your information and in preventing unauthorized access to it through industry standard technologies and internal procedures, including through the use of encryption mechanisms.however, we do not guarantee that unauthorized access will never occur."
0,behavioral information:
0,read phone state
1,9. got any questions?
1,the purpose is to use as login in goole play game servie for leaderbored.
1,8. changes to the privacy policy
1,"while using the service we may be using third party software and/or service, in order to (a) collect and/or process non-personal information; (b) provide you with advertisements on different products and services."
1,6. security
2,"android or ios vendor (e.g.galaxy, htc, iphone, etc.)"
2,".this privacy policy (privacy policy) applies to all of our apps, services, features, software, and website (together, services) unless specified otherwise."
2,our company is making games and apps we hope you enjoy both smartphones and tablets.
5,"1. your consent (important, please read carefully!)"
5,"if you have any questions (or comments) concerning this privacy policy, you are most welcomed to send us an email to the following address: [armored@armoredtechno.com] and we will make an effort to reply within a reasonable timeframe."
6,"get the state of the phone, so that it can start or stop the game according to call while user play the game or app."
9,"changes to this privacy policy are effective as of the stated last revised and your continued use of the service on or the last revised date will constitute acceptance of, and agreement to be bound by, those changes."
9,7. sharing information with third parties
9,users interaction with the service
9,users behavior on the service
9,technical information:
9,5. advertising
9,3. how do we collect information on our users?
9,* disclaimer: *
9,2. which information we may collect on our users?
