0,"the flashlight function need camera permission of your device (flashlight hardware is attached the camera, for opening the light.its the necessary permission request, in truth, the flashlight never take photo or video, it just need this permission for light torch work...).we never take your privacy!"
0,"we do not collect any personal information about you.personal information means personally identifiable information, such as your name, email address, physical address, calendar entries, contact entries, files, photos, etc."
0,"by installing the apps on your mobile device, entering into, connecting to, accessing and/or using the apps, you agree to the terms and conditions set forth in this privacy policy, including to the possible collection and processing of your information and you are consenting to the use of cookies and other tracking technologies on your device.please note: if you or, as applicable, your legal guardian, disagree to any term provided herein, you may not install, access and/or use the apps and you are requested to promptly erase them, and any part thereof, from your mobile device."
0,"we accept advertisements from third parties ad networks which may be displayed in our apps.we may share certain information with third-party advertisers, ad networks and ad platforms (advertising entities) to develop and deliver targeted advertising in the apps.we may also allow advertising entities to collect non-personal information within the services which they may share with us, including your device identifier, device type, device brand, device model, network type, device language, and ip address.advertising entities may also collect non-personal information related to the performance of the advertisements, such as how many times an advertisement is shown, how long an advertisement is viewed, and any click-throughs of an advertisement."
0,1. personal information.
0,how we use your information we collect
0,compliance with laws and law enforcement
0,1. personal information.
0,what information we collect
0,we are committed to protecting the privacy of children.we do not knowingly collect personal information from children under the age of 13
0,2. personal information
0,"generally non-personal information is used internally to monitor and improve the services, to perform analyses of the behavior of our users, to measure user demographics and interests, to describe our services to third parties such as advertisers and to analyze how and where best to use our resources.we do not combine non-personal information with personal information."
0,"we respect your preferences concerning the treatment of information that we may collect.this privacy policy explains what kind of information we collect, use, share and the security of your information in relation to our mobile applications (applications or apps) and mobile services (services).please take a moment to familiarize yourself with our privacy practices."
0,we do not collect or share personal information in any way.
0,how we share the information we collect
0,2. non-personal information.
0,"the apps may contain links to other websites and online services, including third-party advertisements.if you choose to click through to one of these other websites or online services, please note that any information you may provide will be subject to the privacy policy and other terms and conditions of that websites or service, and not to this privacy policy.we do not control third-party websites or services, and the fact that a link to such a website or service appears in the apps does not mean that we endorse them or have approved their policies or practices relating to user information.before providing any information to any third-party website or service, we encourage you to review the privacy policy and other terms and conditions of that website or service.you agree that oberg genit will have no liability for any matters relating to a third-party website or service that you provide information to, including their collection and handling of that information."
0,links to third-party websites and services
0,1. non-personal information
0,"we collect non-personal information about your use of our apps and aggregated information regarding the usages of the apps.non-personal information means information that is of an anonymous nature, such as the type of mobile device you use, your mobile devices unique device id, the ip address of your mobile device, your mobile operating system, and information about the way you use the applications."
0,2. non-personal information.
0,"oberg genit reserves the right to share your information with third parties if we believe such action is necessary in order to: (1) conform with the requirements of the law or to comply with legal process served upon us; (2) protect or defend our legal rights or property (3) investigate, prevent or take action regarding illegal activities, suspected fraud, situations involving potential threats to the physical safety of any person or violations of the terms and conditions of using our apps and services."
0,we do not collect and use personal information in any way.
0,important permission
1,"in order to unlock the screen when getting a phone call, we need the read phone state permission."
9,childrens privacy
9,privacy policy
9,contact us
9,"our primary purpose in collecting information is to provide you with a safe, efficient and customized experience and to provide you with services and features that better meet your needs or requests."
9,"if you have any suggestions, feedback or requests, email us at clitkinoberg@gmail.com"
